"Serial2","F05_01","F05_01.ENG","F05_02","F05_02.ENG","F05_03","F05_04","F12","F13","F15","F15.ENG","F16","F16.ENG","F17","F20","F21","F30","F30.ENG","F31_01","F31_01_ENG","F31_02","F31_02_ENG","F31_03","F31_03_ENG","F31_04","F31_04_ENG","F31_05","F31_05_ENG","F31_06","F31_06_ENG","F31_07","F31_07_ENG","F31_08","F31_08_ENG","F31_09","F32","F33","hFerienDauer","hGruppePersonen","F80","F80_a05","F81_01","F81_02","F81_03","F81_04","F81_05","F81_06","F81_Total","F82_01","F82_02","F82_03","F82_04","F82_05","F82_06","F82_07","F82_Total","F83","F85","F105","F105A","F105_Code","F105_Code_nr","F105_OrgCode","F125","F125_ENG","F125_a11","F125_a11.ENG","F130","F130_a07","F135_01","F12_F13_Mittelwert_2Cat_final","leaflet_districts","leaflet_region"
14172,"Europa","Europe","Deutschland","Germany","Rheinland-Pfalz","","13.07.23","16.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,1,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",4,"1","CHF","",600,0,250,180,0,750,1780,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","***","",2,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
21967,"Europa","Europe","Deutschland","Germany","Saarland","","30.09.23","05.10.23","Herbst","Autumn","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",6,"2","€","",600,0,100,0,100,100,900,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Hotel / Kurhaus","Hotel / Spa House","","","***","",6,"Summer","Morges","Morges"
21933,"Europa","Europe","Deutschland","Germany","Sachsen","","11.09.23","16.09.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",6,"2","€","",600,0,0,0,0,90,690,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.)","Free apartment/house (own or from friends / relatives etc.)","","","","",2,"Summer","Nyon","Nyon"
24279,"Asien","Asia","China","China","Shandong","","23.12.23","28.12.23","Winter","Winter","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,5,9,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",6,"3","£","",600,450,500,100,50,50,1750,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne (??)","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","Ohne Kategorie","",1,"Winter","Lausanne","Lausanne"
9563,"Asien","Asia","Singapur","Singapore","South West","","19.04.23","24.04.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",6,"2","CHF","",600,0,200,100,0,100,1000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","***","",6,"Winter","Lausanne","Lausanne"
12608,"Europa","Europe","Schweiz","Switzerland","Thurgau","","12.06.23","18.06.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",7,"3","CHF","",600,600,400,100,100,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Rougemont","","Rougemont",413,"Pays d'Enhaut Tourisme","Gemietete Wohnung / Haus","Rented apartment / house","","","","",7,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
13724,"Europa","Europe","Schweiz","Switzerland","Thurgau","","09.07.23","23.07.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,5,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",15,"3","CHF","",600,200,1000,0,0,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Jugendherberge / Hostel","Youth Hostel / Hostel","","","","",1,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
16806,"Europa","Europe","Schweiz","Switzerland","Waadt","","12.08.23","15.08.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,2,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",4,"3","CHF","",600,5,100,0,50,0,755,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Château-d'Oex","","Château-d'Oex",411,"Pays d'Enhaut Tourisme","Campingplatz","Campsite","","","","",2,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
24703,"Europa","Europe","Schweiz","Switzerland","Waadt","","17.05.23","21.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",5,"4","CHF","",600,50,400,10,0,0,1060,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Andere","Other","N/a","N/a","","",5,"Summer","Nyon","Nyon"
11060,"Europa","Europe","Schweiz","Switzerland","Zug","","17.05.23","21.05.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"8","",5,"8","CHF","",600,100,400,200,0,0,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Campingplatz","Campsite","","","","",5,"Summer","Morges","Morges"
22111,"Europa","Europe","Schweiz","Switzerland","Zürich","","11.09.23","21.09.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",11,"2","CHF","",600,0,300,0,0,0,900,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Morges","","Morges",295,"Morges Région","Campingplatz","Campsite","","","","",11,"Summer","Morges","Morges"
10493,"Europa","Europe","Ukraine","Ukraine","","","02.05.23","06.05.23","Frühling","Spring","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,9,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",5,"1","CHF","",600,0,0,0,0,0,600,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Hotel / Kurhaus","Hotel / Spa House","","","*****","",3,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
22608,"Europa","Europe","Serbien","Serbia","","","01.10.23","07.10.23","Herbst","Autumn","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"","1",7,"1","CHF","",600,200,300,100,50,50,1300,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Aigle","","Aigle",6,"Aigle-Leysin-Les Mosses","Serviced Apartments / Chalets / Villas (Service während Aufenthalt)","Serviced Apartments / Chalets / Villas (service during stay)","","","","",7,"Summer","Aigle","Aigle"
11398,"Asien","Asia","China","China","Sichuan","","17.05.23","21.05.23","Sommer","Summer","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,10,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",5,"2","CHF","",590,550,500,150,0,0,1790,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne (??)","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","Ohne Kategorie","",1,"Summer","Lausanne","Lausanne"
19019,"Europa","Europe","Niederlande","Netherlands","Zeeland","","28.08.23","31.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"1","",4,"1","CHF","",576,30,200,0,0,250,1056,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Nyon","","Nyon",313,"Nyon Région Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",4,"Summer","Nyon","Nyon"
7636,"Europa","Europe","Frankreich","France","Bourgogne-Franche-Comté","","13.03.23","16.03.23","Winter","Winter","Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz)","Round trip only within Switzerland (several overnight locations in Switzerland)",NA,3,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","€","",560,200,400,0,20,100,1280,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","Nicht bekannt","",2,"Winter","Lausanne","Lausanne"
9326,"Europa","Europe","Deutschland","Germany","Hessen","","11.04.23","15.04.23","Frühling","Spring","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",5,"2","€","",560,100,300,50,0,40,1050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Villeneuve (VD)","","Villeneuve (VD)",292,"Montreux Riviera","Gemietete Wohnung / Haus","Rented apartment / house","","","","",5,"Winter","Aigle","Aigle"
20600,"Australien und Ozeanien","Australia and Oceania","Australien","Australia","New South Wales","","28.08.23","29.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"4","",2,"4","CHF","",560,0,170,0,0,0,730,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Andere","Other","The apartment we booked through Booking.com was appalling. We didn't even have complete bed linen for the sofa bed, and the kettle did not work. It was called Le 59 Apartments The reviews on the website are fake. The owner and manager were dishonest.","The apartment we booked through Booking.com was appalling. We didn't even have complete bed linen for the sofa bed, and the kettle did not work. It was called Le 59 Apartments The reviews on the website are fake. The owner and manager were dishonest.","","",2,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
22647,"Europa","Europe","Schweiz","Switzerland","St. Gallen","","23.09.23","24.09.23","Herbst","Autumn","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"7","",2,"7","CHF","",560,0,400,150,0,0,1110,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",2,"Summer","Lausanne","Lausanne"
19857,"Europa","Europe","Schweiz","Switzerland","Zürich","","04.08.23","08.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",5,"3","CHF","",560,90,330,40,0,20,1040,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Avenches","","Avenches",38,"Avenches Tourisme","Jugendherberge / Hostel","Youth Hostel / Hostel","","","","",5,"Summer","Broye-Vully","Broye-Vully"
12624,"Europa","Europe","Schweiz","Switzerland","Aargau","","17.06.23","22.06.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"3","",6,"3","CHF","",550,0,300,0,0,200,1050,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Yverdon-les-Bains","","Yverdon-les-Bains",695,"Yverdon-les-Bains Région","Campingplatz","Campsite","","","","",6,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
11706,"Europa","Europe","Schweiz","Switzerland","Basel-Landschaft","","01.05.23","08.05.23","Frühling","Spring","Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz","Round trip through Europe: several places to stay in Switzerland",NA,2,7,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",8,"2","€","",550,0,140,50,0,0,740,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Montreux","","Montreux",289,"Montreux Riviera","Campingplatz","Campsite","","","","",0,"Summer","Riviera-Pays-d'Enhaut","Riviera-Pays-d'Enhaut"
7615,"Europa","Europe","Vereinigtes Königreich","United Kingdom","England","Surrey","10.03.23","13.03.23","Winter","Winter","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",4,"2","CHF","",550,150,800,160,100,0,1760,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",4,"Winter","Lausanne","Lausanne"
16910,"Europa","Europe","Deutschland","Germany","Hessen","","15.08.23","19.08.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",5,"2","CHF","",550,0,0,0,0,230,780,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Le Chenit","","Le Chenit",756,"Vallée de Joux","Gemietete Wohnung / Haus","Rented apartment / house","","","","",5,"Summer","Jura-Nord vaudois","Jura-Nord vaudois"
14653,"Europa","Europe","Frankreich","France","Île-de-France","","15.07.23","19.07.23","Sommer","Summer","Ferien mit nur einem Übernachtungsort in der Schweiz","Holidays with only one overnight stay in Switzerland",NA,NA,NA,"Nein","Non","Trifft nicht zu","Not applicable","Trifft zu","Applies","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable","Trifft nicht zu","Not applicable",NA,"2","",5,"2","€","",550,150,300,0,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,"","Ja","Lausanne","","Lausanne",253,"Lausanne Tourisme","Hotel / Kurhaus","Hotel / Spa House","","","****","",5,"Summer","Lausanne","Lausanne"
